,record_id,month,day,year,district,city,tenure,income
1151,1152,8,5,1978,13,DM,R,41.0
1152,1153,8,5,1978,18,DS,O,112.0
1153,1154,8,5,1978,4,DM,R,35.0
1154,1155,8,5,1978,6,DS,R,100.0
1155,1156,8,5,1978,18,DS,O,
1156,1157,8,5,1978,4,DM,R,34.0
1157,1158,8,5,1978,5,DS,R,88.0
1158,1159,8,5,1978,2,DM,R,31.0
1159,1160,8,5,1978,14,DS,R,123.0
1160,1161,8,5,1978,6,PF,R,6.0
1161,1162,8,5,1978,5,DS,O,137.0
1162,1163,8,5,1978,18,DS,R,
1163,1164,8,5,1978,2,,O,199.0
1164,1165,8,5,1978,13,DS,R,
1165,1166,8,5,1978,4,DS,O,96.0
1166,1167,8,5,1978,18,DM,R,41.0
1167,1168,8,5,1978,15,,R,196.0
1168,1169,8,5,1978,1,DS,O,100.0
1169,1170,8,5,1978,6,DM,O,40.0
1170,1171,8,5,1978,1,DS,,130.0
1171,1172,8,5,1978,6,DS,R,98.0
1172,1173,8,5,1978,13,DM,R,34.0
1173,1174,8,5,1978,13,OL,R,29.0
1174,1175,8,5,1978,16,OL,O,
1175,1176,8,5,1978,18,DM,R,36.0
1176,1177,8,5,1978,14,DM,O,36.0
1177,1178,8,5,1978,16,DM,O,49.0
1178,1179,8,5,1978,18,DM,O,30.0
1179,1180,8,5,1978,4,DS,R,83.0
1180,1181,8,5,1978,15,PP,R,14.0
1181,1182,8,5,1978,1,DS,R,88.0
1182,1183,8,5,1978,2,DM,R,47.0
1183,1184,8,5,1978,14,DM,R,43.0
1184,1185,8,5,1978,1,DS,R,136.0
1185,1186,8,5,1978,4,DS,R,82.0
1186,1187,8,5,1978,16,OL,R,33.0
1187,1188,8,5,1978,1,DS,O,70.0
1188,1189,8,5,1978,4,DS,R,119.0
1189,1190,8,5,1978,13,OL,O,
1190,1191,8,5,1978,5,DS,R,115.0
1191,1192,8,5,1978,3,,,
1192,1193,8,5,1978,7,,,
1193,1194,8,5,1978,23,,,
1194,1195,9,3,1978,11,DM,O,
1195,1196,9,3,1978,17,OL,R,33.0
1196,1197,9,3,1978,12,,R,158.0
1197,1198,9,3,1978,17,DM,O,46.0
1198,1199,9,3,1978,12,DS,O,107.0
1199,1200,9,3,1978,11,DS,O,126.0
1200,1201,9,3,1978,12,PP,O,19.0
1201,1202,9,3,1978,7,PE,R,24.0
1202,1203,9,3,1978,11,DM,R,45.0
1203,1204,9,3,1978,12,,O,189.0
1204,1205,9,3,1978,8,DS,R,122.0
1205,1206,9,3,1978,20,DM,R,39.0
1206,1207,9,3,1978,12,DM,R,31.0
1207,1208,9,3,1978,11,DM,O,30.0
1208,1209,9,3,1978,12,DS,R,124.0
1209,1210,9,3,1978,8,DO,O,54.0
1210,1211,9,3,1978,9,DS,R,133.0
1211,1212,9,3,1978,17,DS,R,122.0
1212,1213,9,3,1978,22,DS,R,110.0
1213,1214,9,3,1978,21,PF,O,7.0
1214,1215,9,3,1978,17,DM,O,52.0
1215,1216,9,3,1978,17,DM,O,49.0
1216,1217,9,3,1978,20,PF,O,8.0
1217,1218,9,3,1978,7,PE,O,19.0
1218,1219,9,3,1978,9,DM,O,43.0
1219,1220,9,3,1978,20,,R,181.0
1220,1221,9,3,1978,11,PP,R,14.0
1221,1222,9,3,1978,11,OT,O,24.0
1222,1223,9,3,1978,22,DS,R,128.0
1223,1224,9,3,1978,17,DS,O,136.0
1224,1225,9,3,1978,9,DS,R,100.0
1225,1226,9,3,1978,17,DM,R,44.0
1226,1227,9,3,1978,11,PP,O,13.0
1227,1228,9,3,1978,8,DM,R,40.0
1228,1229,9,3,1978,9,DM,O,41.0
1229,1230,9,3,1978,19,PF,O,6.0
1230,1231,9,3,1978,20,DS,O,127.0
1231,1232,9,3,1978,9,PF,O,7.0
1232,1233,9,3,1978,21,OL,O,24.0
1233,1234,9,3,1978,8,DS,R,134.0
1234,1235,9,3,1978,11,OT,R,20.0
1235,1236,9,3,1978,21,PP,O,15.0
1236,1237,9,3,1978,17,OT,O,
1237,1238,9,3,1978,22,DS,R,125.0
1238,1239,9,3,1978,12,DS,R,100.0
1239,1240,9,3,1978,19,PE,R,13.0
1240,1241,9,3,1978,12,DM,O,37.0
1241,1242,9,3,1978,8,DM,R,40.0
1242,1243,9,3,1978,9,DS,R,114.0
1243,1244,9,3,1978,11,DS,R,110.0
1244,1245,9,3,1978,11,DM,O,41.0
1245,1246,9,3,1978,8,PF,O,8.0
1246,1247,9,3,1978,12,DM,O,47.0
1247,1248,9,3,1978,10,,,
1248,1249,9,3,1978,23,,,
1249,1250,9,4,1978,3,,R,141.0
1250,1251,9,4,1978,6,DM,R,46.0
1251,1252,9,4,1978,14,DM,R,40.0
1252,1253,9,4,1978,13,OL,O,36.0
1253,1254,9,4,1978,18,DS,O,107.0
1254,1255,9,4,1978,4,DM,R,39.0
1255,1256,9,4,1978,3,OT,O,27.0
1256,1257,9,4,1978,3,PP,R,13.0
1257,1258,9,4,1978,13,DM,,
1258,1259,9,4,1978,14,DM,O,47.0
1259,1260,9,4,1978,18,DS,R,134.0
1260,1261,9,4,1978,2,,O,197.0
1261,1262,9,4,1978,5,DM,R,39.0
1262,1263,9,4,1978,13,DS,R,86.0
1263,1264,9,4,1978,15,PP,R,15.0
1264,1265,9,4,1978,15,PF,R,6.0
1265,1266,9,4,1978,2,DS,O,158.0
1266,1267,9,4,1978,4,DS,O,118.0
1267,1268,9,4,1978,1,DS,R,123.0
1268,1269,9,4,1978,2,DM,R,41.0
1269,1270,9,4,1978,5,DM,R,49.0
1270,1271,9,4,1978,1,DS,O,124.0
1271,1272,9,4,1978,2,DM,R,42.0
1272,1273,9,4,1978,14,DS,R,
1273,1274,9,4,1978,6,DS,R,106.0
1274,1275,9,4,1978,3,PF,R,7.0
1275,1276,9,4,1978,18,DM,O,38.0
1276,1277,9,4,1978,2,DM,R,47.0
1277,1278,9,4,1978,6,DS,R,114.0
1278,1279,9,4,1978,3,DM,O,
1279,1280,9,4,1978,5,DS,O,140.0
1280,1281,9,4,1978,3,SS,,
1281,1282,9,4,1978,4,PF,R,6.0
1282,1283,9,4,1978,2,PE,R,20.0
1283,1284,9,4,1978,6,DO,O,45.0
1284,1285,9,4,1978,14,,O,118.0
1285,1286,9,4,1978,3,OT,R,28.0
1286,1287,9,4,1978,13,DS,R,112.0
1287,1288,9,4,1978,1,OT,O,20.0
1288,1289,9,4,1978,14,DM,R,47.0
1289,1290,9,4,1978,18,DM,R,
1290,1291,9,4,1978,5,DM,R,38.0
1291,1292,9,4,1978,4,DS,R,77.0
1292,1293,9,4,1978,5,DS,R,126.0
1293,1294,9,4,1978,2,PP,O,19.0
1294,1295,9,4,1978,18,PE,R,16.0
1295,1296,9,4,1978,1,DS,R,138.0
1296,1297,9,4,1978,4,DS,R,125.0
1297,1298,9,4,1978,5,DS,R,106.0
1298,1299,9,4,1978,6,DM,O,43.0
1299,1300,9,4,1978,13,DM,R,38.0
1300,1301,9,4,1978,2,PE,O,17.0
1301,1302,9,4,1978,4,DM,R,37.0
1302,1303,9,4,1978,16,,,
1303,1304,10,6,1978,1,DM,R,
1304,1305,10,6,1978,1,DS,R,120.0
1305,1306,10,6,1978,1,DM,R,38.0
1306,1307,10,6,1978,1,DS,O,125.0
1307,1308,10,6,1978,1,DS,R,
1308,1309,10,6,1978,1,DM,R,51.0
1309,1310,10,7,1978,20,DM,R,41.0
1310,1311,10,7,1978,9,OT,O,18.0
1311,1312,10,7,1978,11,DM,R,45.0
1312,1313,10,7,1978,17,OL,O,30.0
1313,1314,10,7,1978,8,DS,R,118.0
1314,1315,10,7,1978,11,DS,O,108.0
1315,1316,10,7,1978,21,OL,O,30.0
1316,1317,10,7,1978,11,DM,O,45.0
1317,1318,10,7,1978,11,PP,R,15.0
1318,1319,10,7,1978,12,,,
1319,1320,10,7,1978,20,DM,R,35.0
1320,1321,10,7,1978,8,DO,O,50.0
1321,1322,10,7,1978,12,DM,R,41.0
1322,1323,10,7,1978,22,DS,R,112.0
1323,1324,10,7,1978,9,DM,R,41.0
1324,1325,10,7,1978,9,DS,R,129.0
1325,1326,10,7,1978,20,DS,O,131.0
1326,1327,10,7,1978,11,DO,O,45.0
1327,1328,10,7,1978,17,DM,R,41.0
1328,1329,10,7,1978,12,DM,O,40.0
1329,1330,10,7,1978,17,DS,O,134.0
1330,1331,10,7,1978,9,DS,O,132.0
1331,1332,10,7,1978,17,DM,R,42.0
1332,1333,10,7,1978,17,DS,R,121.0
1333,1334,10,7,1978,12,DS,R,120.0
1334,1335,10,7,1978,9,DS,R,98.0
1335,1336,10,7,1978,22,DS,R,124.0
1336,1337,10,7,1978,12,,,
1337,1338,10,7,1978,8,DS,R,129.0
1338,1339,10,7,1978,17,DM,O,48.0
1339,1340,10,7,1978,11,DS,R,118.0
1340,1341,10,7,1978,9,DM,O,37.0
1341,1342,10,7,1978,9,DS,R,99.0
1342,1343,10,7,1978,11,PF,R,6.0
1343,1344,10,7,1978,11,DM,O,38.0
1344,1345,10,7,1978,20,,,
1345,1346,10,7,1978,11,DM,R,41.0
1346,1347,10,7,1978,7,,,
1347,1348,10,7,1978,8,DM,R,35.0
1348,1349,10,7,1978,10,,,
1349,1350,10,7,1978,23,,,
1350,1351,10,8,1978,2,PF,O,6.0
1351,1352,10,8,1978,3,PP,R,
1352,1353,10,8,1978,4,DM,R,36.0
1353,1354,10,8,1978,5,OT,R,20.0
1354,1355,10,8,1978,5,OT,O,19.0
1355,1356,10,8,1978,14,DM,R,37.0
1356,1357,10,8,1978,18,PF,R,7.0
1357,1358,10,8,1978,5,DS,O,131.0
1358,1359,10,8,1978,13,DM,R,37.0
1359,1360,10,8,1978,18,DS,O,113.0
1360,1361,10,8,1978,3,,,
1361,1362,10,8,1978,18,SS,,
1362,1363,10,8,1978,18,DS,O,112.0
1363,1364,10,8,1978,14,DS,R,121.0
1364,1365,10,8,1978,2,DS,O,149.0
1365,1366,10,8,1978,3,PF,R,
1366,1367,10,8,1978,6,DS,R,110.0
1367,1368,10,8,1978,15,PP,R,16.0
1368,1369,10,8,1978,6,DM,O,38.0
1369,1370,10,8,1978,2,DM,R,39.0
1370,1371,10,8,1978,4,DS,O,115.0
1371,1372,10,8,1978,13,PF,R,7.0
1372,1373,10,8,1978,18,DS,R,135.0
1373,1374,10,8,1978,2,,,
1374,1375,10,8,1978,13,PP,O,20.0
1375,1376,10,8,1978,6,DS,R,102.0
1376,1377,10,8,1978,14,,,
1377,1378,10,8,1978,18,PP,O,16.0
1378,1379,10,8,1978,14,DM,O,45.0
1379,1380,10,8,1978,3,PF,R,6.0
1380,1381,10,8,1978,5,OT,R,25.0
1381,1382,10,8,1978,2,DM,R,42.0
1382,1383,10,8,1978,5,DM,R,46.0
1383,1384,10,8,1978,13,DS,R,106.0
1384,1385,10,8,1978,13,OL,R,24.0
1385,1386,10,8,1978,15,PF,R,7.0
1386,1387,10,8,1978,4,DS,R,120.0
1387,1388,10,8,1978,4,SS,,
1388,1389,10,8,1978,13,DM,R,37.0
1389,1390,10,8,1978,5,OT,O,25.0
1390,1391,10,8,1978,13,OL,O,34.0
1391,1392,10,8,1978,6,DM,O,45.0
1392,1393,10,8,1978,16,,,
1393,1394,10,8,1978,18,DM,O,39.0
1394,1395,10,8,1978,19,PE,,18.0
1395,1396,11,4,1978,9,DM,O,42.0
1396,1397,11,4,1978,11,DM,R,37.0
1397,1398,11,4,1978,17,DS,R,120.0
1398,1399,11,4,1978,12,DS,R,116.0
1399,1400,11,4,1978,19,PF,O,6.0
1400,1401,11,4,1978,8,DS,R,124.0
1401,1402,11,4,1978,1,DM,R,39.0
1402,1403,11,4,1978,1,DS,O,133.0
1403,1404,11,4,1978,1,DS,R,125.0
1404,1405,11,4,1978,11,OT,R,23.0
1405,1406,11,4,1978,9,DM,R,38.0
1406,1407,11,4,1978,12,DM,O,32.0
1407,1408,11,4,1978,17,DM,R,40.0
1408,1409,11,4,1978,8,DO,O,54.0
1409,1410,11,4,1978,11,OL,O,33.0
1410,1411,11,4,1978,9,DS,R,126.0
1411,1412,11,4,1978,9,DS,O,136.0
1412,1413,11,4,1978,8,OL,R,28.0
1413,1414,11,4,1978,17,DS,O,137.0
1414,1415,11,4,1978,8,DM,R,37.0
1415,1416,11,4,1978,1,DM,R,39.0
1416,1417,11,4,1978,12,DM,R,42.0
1417,1418,11,4,1978,8,DO,R,45.0
1418,1419,11,4,1978,9,DM,R,39.0
1419,1420,11,4,1978,19,OT,O,21.0
1420,1421,11,4,1978,12,OT,R,22.0
1421,1422,11,4,1978,1,DS,O,130.0
1422,1423,11,4,1978,9,DS,R,101.0
1423,1424,11,4,1978,17,DO,R,45.0
1424,1425,11,4,1978,22,DS,R,129.0
1425,1426,11,4,1978,11,DM,O,45.0
1426,1427,11,4,1978,21,PF,R,6.0
1427,1428,11,4,1978,12,DM,O,45.0
1428,1429,11,4,1978,20,DS,O,130.0
1429,1430,11,4,1978,9,DM,O,39.0
1430,1431,11,4,1978,9,DS,R,108.0
1431,1432,11,4,1978,11,OL,R,28.0
1432,1433,11,4,1978,17,DM,O,49.0
1433,1434,11,4,1978,11,DM,O,39.0
1434,1435,11,4,1978,17,SH,O,89.0
1435,1436,11,4,1978,8,OT,R,24.0
1436,1437,11,4,1978,10,,,
1437,1438,11,4,1978,23,,,
1438,1439,11,5,1978,6,DM,O,43.0
1439,1440,11,5,1978,4,DM,R,36.0
1440,1441,11,5,1978,6,DM,R,41.0
1441,1442,11,5,1978,13,DM,R,40.0
1442,1443,11,5,1978,5,OT,O,21.0
1443,1444,11,5,1978,18,DM,R,37.0
1444,1445,11,5,1978,6,DM,R,36.0
1445,1446,11,5,1978,15,AH,,
1446,1447,11,5,1978,6,DS,R,111.0
1447,1448,11,5,1978,14,DM,O,45.0
1448,1449,11,5,1978,5,DS,O,132.0
1449,1450,11,5,1978,13,DS,R,107.0
1450,1451,11,5,1978,18,DS,O,119.0
1451,1452,11,5,1978,18,DS,R,121.0
1452,1453,11,5,1978,2,,O,218.0
1453,1454,11,5,1978,4,DS,O,111.0
1454,1455,11,5,1978,18,OL,O,37.0
1455,1456,11,5,1978,6,DM,O,37.0
1456,1457,11,5,1978,18,OL,O,26.0
1457,1458,11,5,1978,4,DM,O,38.0
1458,1459,11,5,1978,6,DS,R,105.0
1459,1460,11,5,1978,18,DM,O,41.0
1460,1461,11,5,1978,2,DM,R,38.0
1461,1462,11,5,1978,4,OT,R,22.0
1462,1463,11,5,1978,14,DS,R,121.0
1463,1464,11,5,1978,18,DM,R,38.0
1464,1465,11,5,1978,14,,O,153.0
1465,1466,11,5,1978,14,DM,R,43.0
1466,1467,11,5,1978,2,PE,O,22.0
1467,1468,11,5,1978,13,DM,R,40.0
1468,1469,11,5,1978,2,DM,R,41.0
1469,1470,11,5,1978,13,SS,,
1470,1471,11,5,1978,13,DM,R,37.0
1471,1472,11,5,1978,2,OT,R,23.0
1472,1473,11,5,1978,4,OT,O,28.0
1473,1474,11,5,1978,3,,,
1474,1475,11,5,1978,7,,,
1475,1476,11,5,1978,16,,,
1476,1477,12,2,1978,17,OL,R,28.0
1477,1478,12,2,1978,19,RM,O,8.0
1478,1479,12,2,1978,9,OL,O,34.0
1479,1480,12,2,1978,22,DM,R,
1480,1481,12,2,1978,9,OL,R,29.0
1481,1482,12,2,1978,22,OL,O,28.0
1482,1483,12,2,1978,11,DM,R,37.0
1483,1484,12,2,1978,9,DS,R,128.0
1484,1485,12,2,1978,17,DM,R,40.0
1485,1486,12,2,1978,11,DM,O,44.0
1486,1487,12,2,1978,1,DM,R,37.0
1487,1488,12,2,1978,17,DS,R,119.0
1488,1489,12,2,1978,12,DM,O,39.0
1489,1490,12,2,1978,12,,O,223.0
1490,1491,12,2,1978,22,OL,O,33.0
1491,1492,12,2,1978,1,DM,R,38.0
1492,1493,12,2,1978,11,OT,R,25.0
1493,1494,12,2,1978,21,RM,R,7.0
1494,1495,12,2,1978,22,OL,R,32.0
1495,1496,12,2,1978,9,DM,R,41.0
1496,1497,12,2,1978,20,DS,O,136.0
1497,1498,12,2,1978,11,DM,O,46.0
1498,1499,12,2,1978,9,DS,R,101.0
1499,1500,12,2,1978,8,DO,O,52.0
1500,1501,12,2,1978,8,DS,R,122.0
1501,1502,12,2,1978,9,DS,R,
1502,1503,12,2,1978,22,DS,R,118.0
1503,1504,12,2,1978,12,DS,R,116.0
1504,1505,12,2,1978,8,OL,R,30.0
1505,1506,12,2,1978,17,DO,R,44.0
1506,1507,12,2,1978,9,OL,O,44.0
1507,1508,12,2,1978,22,OL,O,27.0
1508,1509,12,2,1978,22,DS,R,132.0
1509,1510,12,2,1978,17,OL,O,
1510,1511,12,2,1978,1,DM,O,42.0
1511,1512,12,2,1978,20,,R,181.0
1512,1513,12,2,1978,9,DM,O,40.0
1513,1514,12,2,1978,11,DM,O,38.0
1514,1515,12,2,1978,22,DM,O,42.0
1515,1516,12,2,1978,17,OL,O,32.0
1516,1517,12,2,1978,10,,,
1517,1518,12,2,1978,23,,,
1518,1519,12,3,1978,2,DM,O,46.0
1519,1520,12,3,1978,14,DS,R,120.0
1520,1521,12,3,1978,6,DS,R,113.0
1521,1522,12,3,1978,13,DM,R,42.0
1522,1523,12,3,1978,18,DM,R,44.0
1523,1524,12,3,1978,5,DM,R,37.0
1524,1525,12,3,1978,18,DS,O,126.0
1525,1526,12,3,1978,18,DS,R,124.0
1526,1527,12,3,1978,6,DS,R,111.0
1527,1528,12,3,1978,6,DM,O,42.0
1528,1529,12,3,1978,2,DM,O,38.0
1529,1530,12,3,1978,14,,O,169.0
1530,1531,12,3,1978,4,DS,O,118.0
1531,1532,12,3,1978,13,OL,R,29.0
1532,1533,12,3,1978,3,OT,R,23.0
1533,1534,12,3,1978,2,DM,R,40.0
1534,1535,12,3,1978,2,DM,R,43.0
1535,1536,12,3,1978,18,DM,R,38.0
1536,1537,12,3,1978,5,DS,O,142.0
1537,1538,12,3,1978,14,DM,O,45.0
1538,1539,12,3,1978,2,DM,O,49.0
1539,1540,12,3,1978,13,DS,R,111.0
1540,1541,12,3,1978,2,OT,O,
1541,1542,12,3,1978,3,OT,O,28.0
1542,1543,12,3,1978,2,OL,R,38.0
1543,1544,12,3,1978,2,OL,O,32.0
1544,1545,12,3,1978,13,DM,R,
1545,1546,12,3,1978,6,OL,O,36.0
1546,1547,12,3,1978,5,OT,R,26.0
1547,1548,12,3,1978,5,OT,O,21.0
1548,1549,12,3,1978,7,,,
1549,1550,12,3,1978,15,,,
1550,1551,12,3,1978,16,DM,O,45.0
